age,income,loan_amount,credit_score,employment_years,debt_to_income,gender,ethnicity,loan_approved
67,139863,35106,378,39,0.5548078696370563,Male,Asian,0
68,115694,21589,824,2,0.031768966057797776,Male,Black,1
36,45032,28736,629,22,0.6715264300874176,Female,Asian,0
38,57846,25975,488,6,0.3585366776170548,Female,Hispanic,0
22,79474,41218,394,22,0.5093543314863535,Male,Asian,0
35,64936,12214,307,6,0.17699025584534694,Male,Asian,1
45,49794,35581,366,33,0.5416589701267583,Female,White,0
59,81588,25195,795,18,0.6177922207146214,Female,Asian,1
39,90984,49582,490,8,0.378570549507519,Female,White,0
38,70331,32127,665,17,0.4941815392494355,Female,White,0
23,114397,10141,820,24,0.36506073905791886,Female,Black,1
18,48141,33884,416,13,0.7152730954062765,Male,Hispanic,0
22,29074,29885,566,24,0.39829534441145537,Male,Hispanic,0
58,26406,7708,784,18,0.6734469672230552,Male,Hispanic,1
29,117359,23375,808,38,0.6410816466161989,Male,White,1
43,143279,20088,597,14,0.32840385707868525,Female,Hispanic,0
63,43291,49602,463,15,0.18406759348598004,Female,White,0
51,61568,15014,675,26,0.32486570604781684,Female,Black,0
66,117539,8273,567,39,0.6609739006201761,Female,Hispanic,0
31,66851,42306,848,9,0.1821060286555139,Female,White,1
43,119942,35881,373,3,0.4195490766861995,Male,Hispanic,1
62,74823,36486,807,18,0.644877398368598,Male,Hispanic,1
44,43312,17541,372,27,0.28278198010270306,Male,Black,0
26,63108,13712,607,20,0.5137677096021579,Male,Asian,0
43,86918,14168,498,13,0.19650525923905163,Male,Hispanic,0
64,54171,8551,429,32,0.08742355629452794,Female,Black,0
39,61779,17297,786,9,0.6355073800742851,Female,Hispanic,1
64,88828,48733,450,18,0.07917489872696547,Female,Hispanic,0
47,127315,32128,505,29,0.21710511606366767,Female,Hispanic,1
60,118723,7832,478,21,0.6840875375979522,Female,Hispanic,0
65,32411,33483,496,2,0.2771754296629338,Male,Asian,0
34,122821,27063,388,36,0.7784362796113289,Male,Asian,1
43,137990,27963,733,17,0.7837874678190878,Male,Hispanic,1
53,77009,18422,482,10,0.21462081636284536,Female,Hispanic,0
18,35422,37920,508,1,0.03278257779991236,Female,Black,0
25,62468,16156,792,11,0.5640506273643033,Female,Black,1
66,52371,16108,429,5,0.360789202118675,Female,White,0
52,77022,36845,312,39,0.08060227516766104,Male,Asian,1
69,91229,7800,405,28,0.5660182551824343,Female,Hispanic,0
32,119071,43078,674,29,0.02493992728953698,Male,Asian,0
64,71196,47712,398,1,0.6961573523937937,Female,Black,0
39,100354,7610,491,8,0.11092202329064299,Male,Asian,1
31,116774,17067,624,1,0.10184950299738,Female,Asian,1
43,116410,38872,766,28,0.14053783837486764,Female,Hispanic,1
45,46715,15728,666,32,0.7682130867936533,Male,Hispanic,0
40,47605,34566,617,9,0.5545354882030769,Male,Black,0
31,119853,34783,443,33,0.6410972283709094,Female,Hispanic,0
41,51174,25583,683,7,0.31810798858620243,Male,Black,0
19,29956,25238,515,36,0.26905018200396447,Female,Black,0
62,124444,12263,660,32,0.18758720542653595,Female,White,1
43,96373,6914,623,5,0.3845184226499272,Male,White,0
31,89252,28749,314,39,0.4414629868273348,Female,White,0
68,81949,24456,516,18,0.5054198749222043,Female,Asian,0
24,82646,30582,791,31,0.2056948031989556,Male,White,1
20,90017,5406,846,26,0.7589232647223926,Female,Hispanic,1
64,83037,18689,482,0,0.13580679856570868,Female,Hispanic,1
40,109818,37934,569,32,0.7725225398131299,Female,White,0
63,26548,38276,766,39,0.011884898006003031,Female,Asian,1
60,136981,41432,818,31,0.3849005534534765,Male,Black,1
64,123141,24873,841,4,0.26669427049325023,Male,Asian,1
62,93294,18050,766,16,0.35929873114420063,Male,Asian,1
35,129204,5680,604,7,0.45653166318463123,Female,Black,0
55,43177,23908,443,33,0.34847132641016726,Male,Black,0
52,44022,23504,410,8,0.331877480241276,Male,Black,0
68,126297,26644,531,22,0.5861787323306452,Male,Hispanic,0
32,140695,42125,799,34,0.5487010200691718,Female,Black,1
42,25542,6363,572,6,0.6666170256286783,Male,Black,0
54,111012,47291,472,14,0.19996718499159646,Male,Asian,1
45,116320,40060,306,19,0.4876228078032509,Female,Asian,0
27,80428,6538,454,24,0.4681558283142831,Female,White,0
56,42740,41176,821,2,0.295790248698151,Female,Asian,1
34,79353,46520,845,23,0.38884603352214475,Female,Black,1
56,110353,30675,847,33,0.251025714644583,Female,Hispanic,1
39,133132,23287,817,21,0.11347551809358816,Female,Asian,1
43,76532,5174,514,10,0.17104096853018627,Male,Asian,1
61,36052,31732,433,7,0.08441091712096088,Male,Black,0
42,120689,39998,584,38,0.5464556601520993,Female,Asian,0
34,67076,42055,425,34,0.5285819144873213,Female,Asian,0
30,73420,17112,738,37,0.7604850972638983,Male,Black,1
37,20671,44874,451,7,0.583742730917793,Female,Asian,0
42,20163,14689,630,36,0.04163667100490516,Female,Hispanic,0
21,61424,49814,837,26,0.7073961391431633,Male,White,1
27,129538,24555,682,27,0.6901401303565806,Female,Asian,0
20,73744,38919,414,39,0.35465625661815897,Female,Hispanic,0
58,90331,12619,781,33,0.46869044042233726,Male,Asian,1
62,30634,11033,583,31,0.7808626659780151,Male,White,0
35,24798,46328,374,14,0.42584349107853303,Male,Black,0
64,42420,9946,465,16,0.7242574627008719,Male,White,0
53,137043,29618,488,32,0.06643100624814915,Male,Asian,0
64,140575,39675,377,15,0.1528414949669463,Female,White,1
39,147158,41258,320,28,0.3526039547530543,Female,White,0
51,49300,23919,483,8,0.4678054466698438,Female,Black,0
64,109881,9173,521,32,0.6529822814902402,Female,Asian,0
25,30749,48833,627,28,0.7906096921145496,Female,White,0
57,124131,31400,478,12,0.31108119717929317,Male,White,1
66,45121,9769,411,20,0.037932508912067946,Female,Black,0
61,148563,42564,358,20,0.6409372026362599,Female,Hispanic,0
36,57487,19211,626,4,0.4835045752662465,Female,Asian,0
59,113947,28255,490,9,0.15883428709456135,Female,Hispanic,0
58,53361,32962,499,5,0.39586276529713615,Female,Hispanic,0
54,41223,24356,611,12,0.5938481964269795,Male,Black,0
23,92930,25306,334,0,0.6163294296549151,Female,Black,0
69,34056,9997,678,19,0.39969472959900965,Female,Asian,0
43,48380,22376,686,7,0.24417162410308732,Female,Hispanic,0
51,46035,45880,536,9,0.7789940656307949,Female,White,0
62,50620,43055,818,8,0.5306900887651943,Female,Hispanic,0
23,39877,15578,582,2,0.326590015477039,Female,Black,0
54,145481,23624,300,10,0.22437057936372196,Male,White,1
50,75316,44194,763,11,0.5848823864028497,Female,White,1
39,84041,49367,529,9,0.19374675647501416,Male,Black,0
38,128940,5389,471,24,0.13736799117895054,Male,White,1
23,137360,38767,386,24,0.42386711116965625,Female,Hispanic,0
23,73352,6855,422,10,0.2319899141153135,Female,Black,0
65,50911,45893,597,35,0.5031241159388921,Female,Asian,0
21,52784,18794,783,38,0.0943509398993868,Male,Black,1
47,23191,40531,464,25,0.5239528836538573,Female,Asian,0
28,53160,9986,682,13,0.22663722239816178,Female,Asian,0
47,110536,37298,508,38,0.00019434754761018527,Female,Black,1
48,124576,6481,731,39,0.1015488461393411,Male,Black,1
41,84641,8731,688,0,0.7468923022680753,Male,Asian,0
26,69723,21835,523,3,0.6938837112922863,Female,Asian,0
20,23631,32798,302,29,0.1868872256289895,Male,White,0
68,26172,31113,671,11,0.622697523636393,Female,Black,0
48,62080,24477,745,34,0.48685727453917943,Male,Black,1
57,109097,22266,415,12,0.7767237691598956,Female,White,0
54,110353,25792,569,30,0.2988845276272473,Male,Black,1
53,40281,25452,746,37,0.545168490013737,Female,White,1
41,48671,48526,667,22,0.05082857793913487,Female,White,0
48,142811,46334,552,3,0.3169978774531248,Male,Black,0
23,71431,16889,616,15,0.7710541289505444,Male,Hispanic,0
19,110900,29335,714,6,0.4311846995600965,Male,Asian,1
37,142139,16254,394,21,0.23030360266787567,Male,Black,1
45,127210,26074,323,28,0.09621677050288549,Male,Hispanic,1
28,147734,16442,349,10,0.5628226721452244,Female,White,0
21,112961,42327,801,32,0.5158848347437814,Female,Hispanic,1
32,135463,21199,797,28,0.29915097088301973,Male,Black,1
23,48602,12291,634,38,0.7607530814926675,Female,Black,0
66,108789,45928,378,11,0.017762250390280256,Female,Hispanic,0
47,71399,5112,326,6,0.24297908130546064,Male,Black,0
55,43472,26515,570,38,0.7368555890396652,Female,Asian,0
68,69230,24581,546,25,0.2567483506555523,Female,Hispanic,1
19,93616,31500,686,39,0.20180226708413632,Male,White,0
32,27099,37026,660,8,0.42737632794499786,Male,Hispanic,0
28,138614,21523,787,33,0.6590413999364304,Female,Hispanic,1
25,45431,6424,651,12,0.08251740870268885,Male,Hispanic,0
43,76492,24552,555,35,0.7544165677165889,Female,Hispanic,0
68,116722,15808,521,24,0.6360583049449313,Male,White,0
62,67684,43811,300,23,0.14500020444124156,Male,White,0
61,50111,11989,845,16,0.5696063689585301,Male,White,1
22,125387,28620,745,1,0.30796697811004575,Male,Hispanic,1
23,83936,44029,378,12,0.32183574246105495,Female,Asian,0
43,42614,5887,535,30,0.6266320739510931,Male,Asian,0
21,112260,36802,633,28,0.7702278463845857,Male,White,0
36,61991,24488,648,27,0.10132469827775514,Female,Asian,0
37,90476,35013,397,26,0.33650418950305555,Female,Asian,0
50,137959,21402,381,14,0.38475328646744283,Female,Asian,0
37,80920,26205,801,30,0.3010494535639981,Female,Asian,1
66,114294,31049,776,39,0.29055129897298004,Male,Asian,1
29,83530,17253,849,14,0.04181493404927723,Female,Black,1
64,56224,23990,313,32,0.5484308964500987,Male,White,0
18,27788,12846,691,19,0.34897153369603634,Female,Hispanic,0
43,48082,30027,646,11,0.15583504211514143,Male,Asian,0
31,143287,44200,609,36,0.6528268018416548,Female,Black,0
55,109570,8765,685,8,0.6420485985213024,Male,Hispanic,0
54,121015,20950,508,22,0.3891133024711151,Male,Black,1
28,96816,14741,656,7,0.23876052891820843,Female,Asian,0
53,103588,27742,393,31,0.5104741806371619,Male,Asian,1
30,36531,29703,392,13,0.23052170862192245,Male,Asian,1
60,108340,43709,639,26,0.18880634425896964,Male,Asian,1
20,114439,42623,744,24,0.5844117232210614,Male,Hispanic,1
50,64857,27931,321,12,0.03226019177676056,Female,Hispanic,0
23,30142,28580,590,20,0.07581477682767518,Male,Black,0
67,135053,20166,784,30,0.0054305392188718216,Male,White,1
27,68355,34240,605,36,0.12235454918034093,Female,Asian,0
22,29866,30991,427,4,0.05519200696836757,Female,Black,0
40,90067,43556,572,12,0.7966418942239349,Female,Black,0
27,130990,37969,741,27,0.23104797596327167,Male,Black,1
61,123634,15561,802,24,0.11941441013539783,Male,Asian,1
19,123814,21901,429,34,0.19279700639673436,Female,Asian,0
30,145426,45505,431,38,0.7489004572321077,Male,Black,0
57,84027,35020,781,6,0.41612817841951655,Female,Asian,1
19,77906,30917,689,37,0.29185447704628553,Male,Black,0
37,48138,6988,624,31,0.6987131663273756,Female,Hispanic,0
18,112601,49505,368,2,0.315992216439226,Male,Asian,0
54,49956,19256,747,38,0.26800685596615664,Female,Hispanic,1
26,127268,27192,827,36,0.16582601803978847,Male,White,1
34,124797,33230,464,21,0.3022374591275292,Female,Asian,0
26,144917,44930,787,7,0.2533474848135408,Male,White,1
28,146303,27625,725,16,0.5418431674385128,Male,Black,1
32,96295,37088,564,26,0.2316661637365817,Male,Asian,1
41,25439,19114,641,32,0.46175979713804916,Female,Asian,0
55,67241,46167,577,16,0.052713732025578164,Male,Asian,1
52,62533,43401,738,11,0.1530313253572115,Male,White,1
47,48270,10755,456,26,0.32592421728907905,Male,White,0
48,98815,15825,721,7,0.7495594031269563,Female,Black,1
66,59279,27693,550,22,0.30180158857255635,Male,Hispanic,0
22,129787,9117,829,28,0.5312592969598673,Female,Hispanic,1
61,43888,29729,626,19,0.20406977793711853,Male,White,1
67,37630,37182,396,15,0.10162686077858539,Female,Asian,0
31,81063,33890,812,16,0.04682928006404011,Female,Hispanic,1
28,138527,34340,515,15,0.24433079883420109,Male,Hispanic,1
26,143239,6518,431,18,0.12612882143752638,Female,White,1
51,147896,35949,559,7,0.13920835841289936,Female,Black,0
29,55144,27547,424,37,0.6086074467095601,Male,White,0
52,72161,21346,381,37,0.012670456755899374,Female,White,1
52,116718,7600,582,28,0.4462481005883476,Female,Asian,1
18,145873,34267,358,35,0.30356910447477187,Female,White,0
57,111074,41322,843,25,0.4052399999268378,Female,Asian,1
39,97360,31990,460,30,0.45026418977168237,Male,Black,0
46,70979,21193,583,11,0.2506941555658226,Female,Asian,1
25,117661,35109,405,16,0.23608708814742824,Female,Black,1
28,26979,24233,404,14,0.5867214794679246,Male,Black,0
58,46189,21194,738,8,0.6970215904969258,Male,Black,0
54,62600,39510,527,38,0.15406530596682233,Female,White,1
31,79560,6306,617,11,0.07809500842811917,Male,Asian,1
47,98040,8849,763,31,0.7182366451136208,Male,Hispanic,1
52,143257,17360,771,24,0.27991637091791893,Male,White,1
38,81558,34231,355,38,0.44105391253025134,Male,Black,0
54,106205,41963,312,17,0.2876345156160028,Male,Hispanic,1
22,26910,23689,739,14,0.10064186907684106,Male,White,1
36,77713,34084,317,31,0.4714653159581825,Male,Hispanic,0
31,66857,45387,412,5,0.42011268141570374,Male,Black,0
43,54964,14280,528,34,0.16239484735295778,Male,Hispanic,0
21,105667,7642,470,33,0.3614952357218223,Female,Hispanic,0
42,45227,47137,594,37,0.6375580032125168,Female,Black,0
62,25978,19296,488,4,0.4723408824863131,Female,Hispanic,0
59,107527,20438,725,17,0.07753386165359588,Female,White,1
42,37153,42525,378,15,0.43841719778330807,Female,Hispanic,0
35,79765,7994,481,7,0.5621906394316695,Male,Asian,0
57,119084,39039,798,24,0.6341627246246011,Male,White,1
25,128212,6813,370,31,0.5032940629074134,Female,Hispanic,0
56,59071,32491,547,25,0.12212653163262699,Female,Asian,0
57,132990,23845,445,21,0.5681386132721286,Male,Asian,0
31,89519,46243,595,30,0.5418734768652131,Female,Asian,0
49,29503,42164,769,9,0.01954150635250658,Male,Hispanic,1
68,80703,47051,805,11,0.32939813407219454,Female,Black,1
55,84379,18318,492,27,0.26636019756989865,Male,Asian,1
50,115457,22200,367,5,0.5355296514029148,Female,Black,0
40,77866,5082,793,19,0.17290864984873658,Male,White,1
32,36905,6920,351,4,0.4726975383794068,Female,Black,0
50,65838,45585,662,22,0.730564769451338,Female,Black,0
42,145200,16683,773,8,0.6382418977668862,Male,Black,1
34,78279,16336,820,28,0.7371661889732244,Male,Black,1
50,109489,20596,730,15,0.7828047735461521,Female,Black,0
64,46806,7093,597,21,0.008536101604930213,Female,White,0
19,65000,17905,734,7,0.49819302110198205,Male,White,1
31,42168,29351,497,19,0.3302715182071252,Male,Black,0
57,90119,35981,427,13,0.6878835922680975,Male,Black,1
57,58714,13367,831,38,0.20145176160730538,Female,Asian,0
68,74093,10285,710,36,0.7848235912920609,Female,White,1
56,75419,48664,364,33,0.49096637563499784,Male,Hispanic,0
68,69145,42705,540,10,0.6348299217830649,Female,White,0
23,125432,21753,668,39,0.06847964225821467,Female,Hispanic,0
23,97425,23485,835,32,0.14676630780709204,Male,Asian,1
20,112949,17977,683,30,0.6067229384273626,Female,Black,0
24,97811,24874,730,33,0.017589217631458886,Male,Asian,1
68,22461,12674,382,6,0.6535023887150263,Male,Black,0
25,34291,34038,585,22,0.011159214953529163,Female,White,0
59,66804,34315,833,6,0.5256950712490187,Female,Black,1
69,96971,8676,758,24,0.29207513618544473,Male,Hispanic,1
32,113471,7426,511,2,0.4891958821753593,Male,Hispanic,0
64,84946,29473,425,37,0.5568251255912909,Male,Asian,0
46,118989,7962,712,19,0.27398017534904334,Female,White,1
50,104080,34943,798,33,0.08636995848866845,Male,Hispanic,1
69,141719,5859,724,29,0.05571669419861252,Male,Asian,1
47,81332,49816,842,16,0.4711488180500383,Male,White,1
56,97794,9138,457,9,0.4165242829872893,Male,White,0
44,50841,40192,411,34,0.5937608072969061,Female,Asian,0
53,144447,30640,701,19,0.40778840800314975,Female,Hispanic,1
46,140029,15409,421,17,0.33795663202470333,Male,Hispanic,0
55,68758,9017,572,26,0.3184697425889847,Female,Asian,0
50,134726,15451,593,35,0.021157522078133973,Female,Hispanic,0
54,96272,33327,697,22,0.26844576135732573,Female,Asian,1
44,57643,15278,770,31,0.7808161260195954,Male,Hispanic,1
50,70408,29944,506,9,0.6988444609816711,Female,Hispanic,0
21,63950,48764,409,10,0.2635024536273742,Female,Asian,0
39,76849,6134,739,37,0.4702363240530978,Male,Asian,1
19,120500,35131,577,5,0.6778373964283952,Male,Hispanic,0
27,48044,42887,781,33,0.35301946940005496,Female,Asian,0
22,125469,43462,413,35,0.014366291000120768,Female,Hispanic,0
27,145588,27520,776,36,0.05960836945491206,Male,Black,1
50,35997,26869,620,16,0.40831417707896533,Male,White,0
55,99751,41932,478,39,0.7755515005407028,Male,White,0
30,118605,10039,518,39,0.5545676337750942,Male,Hispanic,0
48,43911,26281,827,11,0.05673295315085563,Female,White,1
64,75533,15442,791,20,0.15148870063349024,Male,Hispanic,1
53,102566,13252,360,39,0.61705851457348,Female,Asian,0
62,114870,32586,353,18,0.6731518079649959,Female,Black,0
41,34571,22568,837,2,0.4941556689508727,Female,White,1
69,128255,25810,364,17,0.5155385357038533,Male,White,0
32,149226,6551,470,18,0.022669960306707718,Male,Asian,1
46,114463,17625,572,5,0.6628242076652069,Female,Black,1
25,77941,39397,834,15,0.6306201665366638,Female,Black,1
22,78005,31249,690,7,0.20722811528267773,Female,Black,0
46,106250,6361,626,17,0.5669413759724056,Female,Asian,1
64,78712,31149,407,38,0.1718836851399985,Female,White,1
21,63541,9370,461,11,0.032264128841210396,Male,White,1
29,43387,10283,751,9,0.16090923407230184,Male,Black,1
62,113980,12610,505,6,0.14290310140343962,Male,Asian,1
19,68908,48326,315,0,0.2701983973878778,Female,Asian,0
44,105457,19924,626,35,0.3347595977403665,Female,Asian,0
48,33057,49717,301,20,0.40683111319816634,Male,Black,0
68,84028,15626,309,36,0.38140310040666253,Male,Asian,0
68,130804,39761,733,23,0.2165396847722315,Female,Black,1
53,139246,5869,424,24,0.023336534859259572,Male,Black,1
53,75731,36552,380,6,0.4840812977897206,Male,Black,1
43,44858,6014,784,16,0.3165958638778835,Male,Hispanic,1
60,68689,15103,449,28,0.23893772591003978,Female,Black,1
44,64638,21986,639,29,0.69355283426441,Female,Asian,0
22,111598,49781,428,6,0.5973946462385279,Male,Hispanic,0
37,122386,35471,737,32,0.6862124386979538,Female,White,1
28,66486,38458,800,6,0.39598623576996883,Male,White,1
27,40567,30069,357,23,0.10474500170142198,Male,Asian,0
57,49739,21873,497,10,0.556977148897018,Female,Asian,0
55,77804,28248,510,8,0.1648590239497402,Female,Asian,1
23,128821,28624,344,11,0.35298373527337346,Female,Asian,0
25,23754,48516,396,34,0.0520006311591108,Male,Hispanic,0
40,47044,34061,578,3,0.660246721938386,Male,Asian,0
64,87260,29170,834,35,0.10075251283800046,Male,Black,1
43,86912,13024,709,27,0.7224780056394478,Female,White,1
63,145623,21678,760,12,0.6913844818092457,Male,Asian,1
60,28706,43256,690,22,0.3716662115513969,Male,Black,0
29,28894,25411,343,18,0.5954945634431925,Male,Asian,0
43,38037,48803,326,36,0.49555605905452266,Male,Black,0
30,103986,24296,396,38,0.642460513870196,Female,Hispanic,0
57,101942,31293,847,23,0.34544408062872967,Female,White,1
35,71612,32172,518,15,0.6286467873954801,Female,White,0
42,49725,26128,484,32,0.3699654536521184,Male,Hispanic,0
50,25926,23257,368,11,0.7527726302742351,Male,Black,0
64,124555,17855,429,33,0.3890976806601181,Male,Asian,0
57,29496,24642,633,6,0.37009541754698366,Female,Black,0
60,76447,40585,453,10,0.6280574892508102,Female,White,0
29,121604,25025,846,30,0.6572621534086704,Female,Hispanic,1
61,49806,9458,378,28,0.44359129145693665,Female,Hispanic,0
53,108199,10307,712,12,0.14383825079606033,Female,Black,1
65,61321,46701,845,30,0.3742065847660636,Male,Black,1
21,142041,23425,468,1,0.7744580023277428,Female,Hispanic,0
22,122031,48427,814,38,0.6023889544313481,Female,White,1
54,85095,33273,613,14,0.6489300831033058,Female,Asian,0
25,42656,43506,331,10,0.026260399055392104,Male,Asian,0
59,75147,10668,586,33,0.37428757010732794,Female,Black,0
66,111396,30934,342,38,0.5172969069260444,Female,Hispanic,0
45,69666,12697,300,3,0.6640261469024598,Female,Hispanic,0
48,102368,29417,569,10,0.039418922866217176,Male,Hispanic,1
26,58787,21446,479,28,0.6819511085134985,Male,White,0
68,133767,45597,817,1,0.4387207493935294,Female,Black,1
46,82946,15751,402,15,0.15785117646084795,Female,Black,1
31,41727,12352,309,38,0.25380417315976,Female,Black,0
57,128351,18516,389,12,0.2255436414012486,Female,White,1
58,115081,28299,525,36,0.4246872274307807,Male,Black,0
39,142721,36957,425,16,0.04134854392890546,Female,Asian,0
28,130058,33927,508,20,0.12682892679993882,Male,Black,1
40,88056,46094,396,18,0.650154434700626,Female,Black,0
18,23081,41412,373,6,0.10608319259744886,Male,Black,0
63,54196,34493,490,37,0.18671701556650158,Male,White,0
54,56735,31711,355,7,0.36269648448332586,Female,Asian,0
38,124749,13003,331,12,0.41369671049066437,Male,Asian,0
43,100102,36707,826,36,0.6108883836913269,Female,Hispanic,1
63,99578,8278,583,1,0.35786594133295024,Male,Hispanic,0
53,45498,12296,793,10,0.631891696828431,Male,Asian,1
40,96865,30398,486,23,0.494677045636366,Female,Black,0
18,51656,40842,797,5,0.09047979153905797,Female,Black,1
68,87695,18261,741,25,0.12506515071427088,Male,Black,1
57,57900,16173,429,6,0.34962698035981665,Male,White,0
32,148392,35449,591,38,0.3175115144712317,Female,Black,0
38,137235,46080,413,18,0.5948354157098357,Female,White,0
64,104899,6637,498,5,0.4645897118378815,Female,Asian,0
26,67701,36781,312,28,0.31050646480179944,Male,Black,0
26,128777,18652,570,38,0.1366082267603085,Female,Black,0
27,39033,10103,514,1,0.18146968186039614,Female,Hispanic,0
69,143193,30500,743,18,0.4604008147752472,Male,Asian,1
43,30805,39800,811,3,0.338751043919834,Female,Black,1
58,55851,40529,746,5,0.4119420070885377,Female,White,0
52,46832,23452,373,36,0.13654194824178695,Female,Asian,0
69,83437,36174,836,27,0.5303250018756527,Female,Hispanic,1
42,135725,40436,400,29,0.6820309926847736,Male,Asian,0
43,33944,20954,475,6,0.20635160542952047,Female,White,0
28,39873,22186,726,8,0.3932113806654613,Female,Hispanic,0
55,60372,17356,416,24,0.7804218632167215,Female,White,0
19,109464,37963,465,32,0.2665933924405821,Female,Asian,0
24,35379,7187,340,0,0.47603707593900896,Female,Hispanic,0
35,137322,16707,728,5,0.07215656016019549,Female,White,1
44,56751,40098,643,17,0.48481200198355456,Male,Asian,0
51,120082,31935,723,9,0.07170541864369433,Male,White,1
44,109822,26225,665,27,0.7673883482590577,Male,Black,1
34,25110,8606,419,10,0.5725301216578491,Female,Asian,0
60,74341,37828,528,32,0.6305278305085652,Female,Hispanic,0
61,32087,31489,429,0,0.5632834886173095,Female,Hispanic,0
68,43762,19387,651,12,0.47178322886117263,Male,Black,0
41,135812,8927,617,36,0.3599302248684043,Female,White,0
42,102617,11296,636,19,0.68669870380885,Male,White,1
24,120483,35444,572,0,0.7654685340344505,Female,Hispanic,0
69,29596,7591,416,2,0.39922893832326506,Female,White,0
23,123555,49895,667,17,0.7452280393242097,Male,Asian,0
41,127539,31147,393,13,0.46666632799081403,Male,Asian,0
50,38313,43889,467,30,0.43070734951714656,Male,Hispanic,0
66,133175,6200,640,26,0.36358618636428536,Male,Asian,0
46,86549,20721,451,16,0.1674302092240959,Male,Hispanic,1
60,134914,24238,573,28,0.0029757286544473517,Male,White,1
39,43705,16087,795,35,0.19320498148484902,Female,White,1
43,87364,35816,400,36,0.4077785372828522,Male,White,0
45,93445,28408,381,25,0.30396796180780206,Female,Black,0
67,123892,44740,828,16,0.3587881824021071,Female,Hispanic,1
38,98645,5136,372,21,0.7845185756512397,Female,Asian,0
66,22023,22413,313,24,0.2802178965354621,Female,White,0
24,139654,23978,732,1,0.3617463514880863,Female,Black,1
34,79796,5661,456,21,0.10681244108225565,Male,Asian,1
37,100073,40240,431,4,0.03836618594959012,Male,Asian,1
58,112197,32253,637,3,0.6203276116739957,Male,Asian,0
66,84429,31884,703,35,0.45654654005758294,Female,White,1
37,124195,37854,675,5,0.608563844835116,Male,Asian,0
39,81627,15704,406,20,0.1198902391092413,Female,Hispanic,1
45,53848,43987,564,12,0.45746301694615277,Female,Black,0
57,57804,29527,504,36,0.20291397947310044,Female,Asian,0
66,35379,21322,378,24,0.18244945352001596,Female,Asian,0
24,79664,11968,454,25,0.009220811242388206,Male,Hispanic,0
18,47766,32518,546,38,0.10427257885525752,Male,Asian,0
49,129126,32886,830,19,0.24741448919975628,Male,White,1
30,88099,6700,837,32,0.09350300847275124,Male,White,1
47,56060,33246,453,13,0.7886867523287501,Male,White,0
40,114733,40468,453,35,0.24690611881916055,Female,Asian,1
68,89122,28199,391,16,0.10425915736186253,Male,Black,0
36,36087,49589,732,20,0.1592658502623662,Female,Black,1
49,68868,37115,637,15,0.47016258267318123,Female,Asian,0
47,139119,10520,779,15,0.05123481909183081,Female,Black,1
46,43225,49278,430,19,0.6899473041129256,Male,Black,0
66,115286,41455,749,28,0.7691997433897179,Female,Asian,1
62,26643,25929,572,27,0.1973979365339047,Female,White,0
46,113059,46605,476,7,0.3600762148726875,Male,Asian,0
47,56727,19955,348,23,0.017707560823597656,Female,White,0
33,31005,49049,654,2,0.5125681797817773,Female,White,0
57,129079,18917,607,24,0.3311408464420711,Female,Black,0
36,85697,9757,345,18,0.21604677288124458,Male,Black,1
35,36029,18045,601,32,0.1654696884932868,Female,White,0
18,135281,46680,707,1,0.5232184621270084,Female,White,1
31,34226,9733,488,14,0.3329736248258516,Male,Black,0
68,83646,35954,428,21,0.1437274312239296,Male,Hispanic,1
64,80603,36135,836,9,0.5512872651894593,Female,White,1
67,48731,12081,565,17,0.45205782642935494,Male,White,0
19,129458,46458,417,21,0.686937643943597,Male,White,0
45,130384,28501,763,26,0.09398071910119432,Male,Black,1
66,88926,26113,443,12,0.628533281555565,Male,Asian,0
67,25997,39441,741,32,0.5388134294538073,Male,White,1
47,75506,29690,499,4,0.09200874946247826,Male,White,1
55,98229,48939,456,25,0.5558565838973766,Male,White,1
68,69815,34345,786,12,0.35323783110386436,Female,Asian,1
21,62092,49571,433,26,0.7559878284446745,Male,Asian,0
18,82539,31829,447,13,0.11328908049431946,Male,White,1
25,86077,40062,635,23,0.5142667126525904,Male,White,0
46,41817,8630,370,2,0.3055840363703568,Female,Hispanic,0
56,57861,36870,532,29,0.7654517364727023,Male,Asian,0
20,33428,49942,633,34,0.26397991623222117,Male,Hispanic,0
49,63934,8453,389,13,0.7697487275934402,Female,White,0
27,135555,42275,633,11,0.7211886808805993,Male,White,1
27,134367,48370,498,27,0.21630658824852508,Female,White,1
36,30258,43396,460,28,0.6428334214611422,Female,White,0
63,77775,13328,837,16,0.7964833614428048,Male,Black,1
51,101580,20534,420,39,0.2021304017370259,Female,Black,1
50,114947,24744,600,20,0.34942173545865574,Male,Black,0
40,25469,24389,735,22,0.41614458925340775,Male,Hispanic,0
45,48854,41320,367,19,0.23594490864309148,Female,Asian,0
49,26256,40010,758,10,0.012211871716823808,Female,White,1
67,144086,19665,813,33,0.17610339535802133,Male,Asian,1
24,96256,42865,697,9,0.22554950747340677,Male,Black,0
46,53937,13640,585,9,0.35487976105454977,Female,White,0
25,119134,39716,439,5,0.1368819827307215,Male,White,1
18,21651,30521,581,35,0.6986034853533382,Male,Hispanic,0
20,70288,35049,756,23,0.5639289061850689,Male,Asian,1
41,104730,10618,386,11,0.06816038204772959,Female,Hispanic,1
40,45051,42004,378,22,0.5200739609119451,Male,Black,0
